mid,raw_text,isLongText,like_count,comments_count,reposts_count,created_at,source,user_id
4415852017040690,"华为Mate30撞车iPhone 11，这是华为和苹果的第一次正面刚！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%8B%B9%E6%9E%9C%E5%8F%91%E5%B8%83%E4%BC%9A%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#苹果发布会#</span></a> <a data-url=""http://t.cn/AiEpnqD5"" href=""https://m.weibo.cn/p/index?containerid=2304444415849382271922&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">搞笑汝的微博视频</span></a> ",0,12,0,0,09-13,微博云剪,6219659855
4415773940309206,"厨房冷清，则婚姻凉凉；厨房热闹，家庭就暖暖。<br />厨房是婚姻的温度计，热气腾腾的厨房才能烹饪出美好暖心的婚姻。<br />和<a href='/n/欧派家居集团'>@欧派家居集团</a> 一起<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%91%A8%E5%85%AD%E4%B8%8B%E5%8E%A8%E6%8B%AF%E6%95%91%E7%88%B1%23&extparam=%23%E5%91%A8%E5%85%AD%E4%B8%8B%E5%8E%A8%E6%8B%AF%E6%95%91%E7%88%B1%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#周六下厨拯救爱#</span></a>，用行动让家更有爱。<br />晒照还可赢<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BAMate30%23&extparam=%23%E5%8D%8E%E4%B8%BAMate30%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为Mate30#</span></a>大礼！详情快去<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%91%A8%E5%85%AD%E4%B8%8B%E5%8E%A8%E6%8B%AF%E6%95%91%E7%88%B1%23&extparam=%23%E5%91%A8%E5%85%AD%E4%B8%8B%E5%8E%A8%E6%8B%AF%E6%95%91%E7%88%B1%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#周六下厨拯救爱#</span></a>话题页！<a data-url=""http://t.cn/AiECYrtX"" href=""http://miaopai.com/show/hAZrv6SCaoL55ZNSiXIhgVvt4pXQRdCwT5b57Q__.htm?showurl=http%3A%2F%2Fmiaopai.com%2Fshow%2FhAZrv6SCaoL55ZNSiXIhgVvt4pXQRdCwT5b57Q__.htm&url_open_direct=1&toolbar_hidden=1&url_type=39&object_type=video&pos=1&disable_interception=1&disable_sinaurl=1&schemewhitelist=%7B%22scheme%22%3A%5B%22.%2A%22%5D%2C%22itunes%22%3A%5B%22.%2A%22%5D%7D&containerid=2304424415638156854795&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">欧派家居集团的秒拍视频</span></a> ",0,564,623,512,09-12,微博  weibo.com,3229125510
4415795943691160,华为神秘新机跑分，型号跟Mate30/Mate30 Pro对不上，暂时不知道是什么机型。麒麟990+8GB+Android 10系统。图二是之前查的骁龙865工程机跑分。 ,0,314,340,9,09-12,,6048569942
4415844115353842,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BA5G%E6%89%8B%E6%9C%BAMate30%23&extparam=%23%E5%8D%8E%E4%B8%BA5G%E6%89%8B%E6%9C%BAMate30%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为5G手机Mate30#</span></a>迫不及待体验“瀑布屏”<span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span><br />    根据流出的工程机图片，华为新机的超高曲率屏幕是实锤了！相信真机会非常漂亮😍正面顶部采用了和华为Mate20 Pro一样的设计 相信我Pro宽度不会是兔牙那样<span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span>换机的想法亟不可待。 ",0,19,5,0,09-12,,5743386999
4415839539029336,"捕捉时光瞬间，凝结影像之美。<br />9月19日 <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BAMate30%23&extparam=%23%E5%8D%8E%E4%B8%BAMate30%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为Mate30#</span></a><br />Rethink possibilities <a data-url=""http://t.cn/AiEpY7dx"" href=""https://m.weibo.cn/p/index?containerid=2304444415839508607687&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">一是昨天的微博视频</span></a> ",0,1,0,0,09-12,HUAWEI Mate 20,3956899137
4415618994465624,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BA5G%E6%89%8B%E6%9C%BAMate30%23&extparam=%23%E5%8D%8E%E4%B8%BA5G%E6%89%8B%E6%9C%BAMate30%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为5G手机Mate30#</span></a>打算换华为了 这一代苹果太丑 还没有5g 想换个mate30 5g版 128或者256的 大家推测一下 大概要多少钱 我也好准备一下银子了 <span class=""url-icon""><img alt=[太开心] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[太开心] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png"" style=""width:1em; height:1em;"" /></span> ",0,24,73,0,09-12,iPhone客户端,5444373732
4415348075660304,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BA5G%E6%89%8B%E6%9C%BAMate30%23&extparam=%23%E5%8D%8E%E4%B8%BA5G%E6%89%8B%E6%9C%BAMate30%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为5G手机Mate30#</span></a>从单摄到双摄到三摄到四摄，华为一直在突破，不过这次mate30摄像头的排列我觉得比mate20的要好看哎<span class=""url-icon""><img alt=[嘻嘻] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-813ededea2.png"" style=""width:1em; height:1em;"" /></span> <a data-url=""http://t.cn/RO7dEkc"" href=""https://m.weibo.cn/p/index?containerid=2306570042B2094750D165ABF8429D&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">武汉·光谷</span></a> ",0,45,29,5,09-11,,3608351667
4415831322695111,"官宣3段视频揭秘#华为Mate30#2017体博会展区亮点系列# 
华为手机官方以3段预热视频为主，来对华为Mate30系列新机的新亮点进行诠释。第一个视频中“硬核极速 重构连接想象”为主题，视频画面中揭秘了华为Mate30系列新机以5G赋能，拥有疾驰的传输速度和强悍的运算速度。

第二段视频以“刹那即永恒 重构时间想象”为主题，我们看到视频中画面中光影“脚步”放慢后，清晰还原每个细节动作，揭秘华为Mate30系列新机将再次为我们开启前所未有的影像世界。

第三段视频中，“拍‘暗’叫绝 重构黑夜想象”为主题的画面里，通过镜头拉近暗夜距离，通过华为Mate30系列新机的清晰影像捕捉每一帧光影流动，黑夜中捕捉精彩，华为Mate30系列新机更专业。",1,3,0,0,09-12,微博 weibo.com,2152429945
4415818442288949,"华为Mate30系列和小米MIX4系列你们会选择哪款？<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%93%87%E7%A7%91%E6%8A%80%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#哇科技#</span></a> ",0,7,7,0,09-12,真香警告,1849808025
4415810414286833,"华为手机与 Windows 10 数据、操作互通演示<span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span> <br /><br />「HUAWEI Share 一碰传」 <br /><br />手机与笔记本碰一碰，图片、视频、文档即可快速传输，并可共享剪贴板和文档<span class=""url-icon""><img alt=[二哈] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" style=""width:1em; height:1em;"" /></span><br />.<br />.<br />.<br />.<br />.<br />.<br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%BE%AE%E8%BD%AF%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#微软#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23Windows10%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#Windows10#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23win10%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#win10#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23Windows%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#Windows#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%94%B5%E8%84%91%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#电脑#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%AC%94%E8%AE%B0%E6%9C%AC%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#笔记本#</span></a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BAMate30%23&extparam=%23%E5%8D%8E%E4%B8%BAMate30%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为Mate30#</span></a> <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BA%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为#</span></a> <a data-url=""http://t.cn/AiHMgJAS"" href=""https://m.weibo.cn/p/index?containerid=2304444405289081069996&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">数码君的微博视频</span></a> ",0,23,31,4,09-12,微软超话,3190674855
4415697872188468,已发布或即将发布的四大旗舰手机，如果只能选择一款，你们会选择哪一款呢？<br />1.三星note 10+<br />2.华为mate30 pro<br />3.iPhone 11pro max<br />4.小米mix4 ,0,46,59,3,09-12,,1840918185
4415869629113809,"华为年度新旗舰机mate30现身，这次不再学iPhone 了<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%8B%B9%E6%9E%9C%E5%8F%91%E5%B8%83%E4%BC%9A%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#苹果发布会#</span></a> <a data-url=""http://t.cn/AiEpezTI"" href=""https://m.weibo.cn/p/index?containerid=2304444415849956622713&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">搞笑汝的微博视频</span></a> ",0,4,0,0,09-13,微博云剪,6219659855
4415864285658787,"mate30的背面越看越好看啊，我已经接受滚筒洗衣机的设定了[哆啦A梦吃惊]那个绿色和蓝色是真的好看，耐看。天空之镜买了就后悔，花哨，不耐看，还不如买黑色的。
深刻认识到了mate系列果然才是真正的亲生儿子，p系列就是为了稳住上半年销量而生的[允悲]
屏幕，性能，音质，拍照，录像，目测这些功能都将超过p30系列，他们首发貌似也就差1000元左右，差距却这么大。还有最重要的5g[允悲][允悲][允悲]
我已经后悔没有听我朋友再等等买mate30了[泪]
以后长记性了买m不买p[泪]",1,1,0,0,09-13,Weibo.intl,5848172287
4415318669930179,"百度搜索iPhone11，跳出来的第一个内容却是华为Mate30。这波截胡太6了，你的手机是这样吗？<span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span> ",0,50,74,4,09-11,坚果手机 R1,2946839844
4415852655201053,这个手机真的很奇怪，耳机在别的手机上用的好好的，在这个手机上为什么只有一个响？上次扔耳机以为耳机坏了，这次发现是手机有毛病，再撑一个月，mate30！ ,0,2,1,0,09-13,坚果手机 Pro 2,1604803432
4415376357787141,"知名博主曝光年华为Mate30系列的新配色命名为：暖砂杏、赤霞橙、水漾流金、湖光青等，暖砂杏的别名曾为蜜合色，出自红楼梦里薛宝钗的服饰……各位觉得如何，有没有可能引领下半年或者明年的手机配色潮流。<span class=""url-icon""><img alt=[吃瓜] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-c95cd5ba58.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[吃瓜] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-c95cd5ba58.png"" style=""width:1em; height:1em;"" /></span> ",0,66,38,3,09-11,,1840918185
4415701530041261,"苹果发布会也已经结束了<span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span><br />剩下的还有16号的vivo NEX3，19号的华为mate30以及月底24号小米9pro5G版本<span class=""url-icon""><img alt=[思考] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-c599fd085f.png"" style=""width:1em; height:1em;"" /></span> ",0,25,19,0,09-12,,6357016358
4415694286241706,"网友放出华为Mate 30 Pro的正面真机照，和之前爆料的一样，采用了瀑布屏的设计，正面为小刘海，刘海部位可以明显的看到有三颗传感器，根据之前的消息应该还有两颗传感器。简单感受了解一下吧！（Via.阳阳你好）<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BA5G%E6%89%8B%E6%9C%BAMate30%23&extparam=%23%E5%8D%8E%E4%B8%BA5G%E6%89%8B%E6%9C%BAMate30%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为5G手机Mate30#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%8A%B1%E5%BC%8F%E7%A7%8D%E8%8D%89%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#花式种草#</span></a> ",0,14,4,1,09-12,,5205967610
4415698367076543,Mate30 PPT：我们的刘海比苹果小百分之三十。 ,0,33,59,1,09-12,未知Android,6517489597
4415395626655834,"小米9 Pro 小米MIX4<br /><br />9.24<span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span><br /><br />这两天还有华为Mate30，也在上海<span class=""url-icon""><img alt=[笑而不语] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_heiheihei-f7ca09d6e8.png"" style=""width:1em; height:1em;"" /></span> ",0,61,26,7,09-11,,6331571251
4415715430025331,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%BA%93%E5%85%8B%E5%9B%9E%E5%BA%94%E6%96%B0iPhone%E4%B8%8D%E6%94%AF%E6%8C%815G%23&extparam=%23%E5%BA%93%E5%85%8B%E5%9B%9E%E5%BA%94%E6%96%B0iPhone%E4%B8%8D%E6%94%AF%E6%8C%815G%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#库克回应新iPhone不支持5G#</span></a>，部分网友：5G不实用！<span class=""url-icon""><img alt=[费解] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-bac8e40ab4.png"" style=""width:1em; height:1em;"" /></span><br />    不可否认的是iPhone11是一款很好的产品，缺少了5G是个遗憾，但遗憾终究是遗憾，不能反过来变为优势！<span class=""url-icon""><img alt=[汗] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-0e7b8aa6d1.png"" style=""width:1em; height:1em;"" /></span><br />    希望部分网友正视事实，万不可罔顾现状，甚至拉华为Mate30下水<span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span><br />    华为：我太难了！出个5G手机都要被指指点点<span class=""url-icon""><img alt=[泪] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;"" /></span> ",0,116,153,12,09-12,荣耀20 PRO,1769228100
4415485825186266,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BA5G%E6%89%8B%E6%9C%BAMate30%23&extparam=%23%E5%8D%8E%E4%B8%BA5G%E6%89%8B%E6%9C%BAMate30%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为5G手机Mate30#</span></a><br />这个手机比爱疯好不 <a data-url=""http://t.cn/ELT0hke"" href=""https://m.weibo.cn/p/index?containerid=23065700428008611000000000000&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">北京</span></a> ",0,79,64,9,09-11,华为Mate20保时捷设计,2691364082
4415807004424346,"【华为智能手表WATCH GT2或将搭载鸿蒙操作系统？】

从目前已知的信息来看，华为将于9月19日在德国慕尼黑发布Mate30系列新机，届时除了手机外，华为也官宣将要一同发布FreeBuds 3pro新款蓝牙耳机以及WATCH GT2智能手表，这两者最大的相同点是同样搭载了华为最新推出的麒麟A1芯片，这也是海思除了终端处理芯片外，又一麒麟系列芯片，将主要用于手表，耳机，眼镜以及音箱等智能设备上，其具备有优秀的蓝牙连接效果和稳定性，以及自带核心处理器，再配合鸿蒙OS分布式操作系统，这将使得手机上的一些交互体验可以联动起这些智能周边。

我们不妨设想一下，华为WATCH GT2 在鸿蒙OS分布式操作系统和麒麟A1芯片的配合下，一些可能性的新玩法。

比如：可以通过手表进行查看手机上的联系人，并进行拨号，也可以进行语音输入回复各类信息；

你再比如：可以通过操作音频播放器的上下曲，音量大小，以及将音频输出端切换至手表…

鸿蒙OS分布式操作系统的可能性会大大超出我们现在对一些智能设备在交互体验上的一些假想。在硬件芯片上和软件系统上，华为做出了极大的努力，拥有自己独到的全套解决方案，这也使得华为在“1+8+N”的大战略下，将变得越来越强大。

@科技C先生 @长安数码君 @余承东 @宅数码Kael @Ark咔嚓一下 @华为何刚 @ichangezone @宋敬亭 @万能的大熊",1,5,1,0,09-12,鸿蒙Android,1805479943
4415409081559087,"旗舰手机设计华山论剑！从设计、颜值、引领性来看，大家觉得华为Mate30、iphone11、VIVO NEX3、一加7T、摩托哪款看着最顺眼<span class=""url-icon""><img alt=[哈哈] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_haha-dd1c6d36cf.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[费解] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-bac8e40ab4.png"" style=""width:1em; height:1em;"" /></span><br />个人感觉还是华为Mate30顺眼，这成果很大一部分也靠同行衬托啊<span class=""url-icon""><img alt=[笑cry] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" style=""width:1em; height:1em;"" /></span> ",0,72,67,7,09-11,热搜第一推荐,2236185177
4415744119308244,小米的无线充电是30W，而华为Mate30曝光的是27W，只差3W。华为有没有可能隐藏实力，把30W故意搞成27W？华为隐藏实力的事可没少干。 ,0,137,109,3,09-12,iQOO Pro 5G性能旗舰,5103458366
4415797588116891,"华为影业曝光华为mate30啦，这操作666<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%95%B0%E7%A0%81%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#数码#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%89%8B%E6%9C%BA%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#手机#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BAMate30%23&extparam=%23%E5%8D%8E%E4%B8%BAMate30%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为Mate30#</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BA%E6%89%8B%E6%9C%BA%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为手机#</span></a> ",0,8,7,1,09-12,小喵Android,7238686432
4415792882106099,这两天太忙了，微博都发少了，争取明天开始多发一些。先晒一下即将和Mate30一起发布的华为WATCH GT2吧，新增了好多表盘，边框也变窄了好多！ ,0,5,15,0,09-12,华为超话,7053136699
4415782404061888,"<a data-url=""http://t.cn/AiECkYKi"" href=""http://miaopai.com/show/qTpdsaW96hrkzRNn~RBdyKHJJBYDd~d9EiTgyA__.htm?showurl=http%3A%2F%2Fmiaopai.com%2Fshow%2FqTpdsaW96hrkzRNn%7ERBdyKHJJBYDd%7Ed9EiTgyA__.htm&url_open_direct=1&toolbar_hidden=1&url_type=39&object_type=video&pos=1&containerid=2304424415661338774321&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">华为手机官方的秒拍视频</span></a> 华为Mate30预热视频，这不就是960帧超级慢动作嘛？ ",0,21,17,1,09-12,微博 weibo.com,5713365044
4415790679368199,"华为发布Mate30的预热短片，不是暗示，基本就是明示，主打暗光视频，这功能目前还没有哪家在做。很考验算力和优化。和iPhone 11 Pro比起来，我现在更好奇华为能做出啥产品。<a data-url=""http://t.cn/AiEpL8Un"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked188e07c2?url=http%3A%2F%2Fwww.pcpop.com%2Farticle%2F6054445.shtml&luicode=10000011&lfid=100103type%3D1%26q%3DMate30&u=http%3A%2F%2Fwww.pcpop.com%2Farticle%2F6054445.shtml"" class=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span><span class=""surl-text"">官方确认！华为Mate30系列主推暗光视频拍摄</span></a> ",0,12,3,1,09-12,微博 weibo.com,5803055814
4415787571429092,"苹果发新了，iPhone 11，在美国七百美元就可以买到，美国人月入三四千的工薪阶层可以买四五部。再看看爱国企业华为，一部Mate30🉐 花光一个工薪层一个月的薪水吧？<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BA%23&isnewpage=1&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为#</span></a> <a data-url=""http://t.cn/z84clmF"" href=""https://m.weibo.cn/p/index?containerid=2306570042B2094750D56AA5FF489E&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png'></span><span class=""surl-text"">沈阳·澳海西湖印象</span></a> ",0,5,34,5,09-12,HUAWEI Mate 8,6087513985
4415785403352684,"数码博主<a href='/n/阳阳你好'>@阳阳你好</a> 爆料<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E4%B8%BAMate30%23&extparam=%23%E5%8D%8E%E4%B8%BAMate30%23&luicode=10000011&lfid=100103type%3D1%26q%3DMate30"" data-hide=""""><span class=""surl-text"">#华为Mate30#</span></a> 真机照<br />不出意外的使用了国际大厂都用的刘海屏，并且还曲了很多，各位怎么看？这颜值打几分？ ",0,3,0,0,09-12,iOS＆Android,5136476337
4415531694626327,"接下来就是<br />vivo NEX3 官宣9.16发布<br />华为mate30 官宣9.19发布<br />小米MIX4 9月底<br />应该都会上5G<br />你会选择谁呢？iPhone11系列压力好大<br />如果小米MIX4 真有屏下摄像头<br />那我肯定忍不住了<br />好怕小米忘了MIX的初衷搞个升降式摄像头<span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span> ",0,23,22,0,09-12,NY's iPhone X,1550829347
4415761818433865,"华为mate30带着保护外壳的样子，这不是刘海屏嘛，成精的粉丝取名：“门牙屏”  <span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" style=""width:1em; height:1em;"" /></span> ",0,29,17,0,09-12,三星Galaxy S10,5713365044
